frame	1/gravity/z	1/gravity/y	1/gravity/x	/actuator/heatintensity	/actuator/inflate	
124	8.604714	0.6381898	4.6606855	0.0	12.617101	
125	8.570276	0.66393316	4.7201633	0.0	12.617101	
126	8.570276	0.66393316	4.7201633	0.0	13.046675	
127	8.570276	0.66393316	4.7201633	0.0	13.520728	
128	8.570276	0.66393316	4.7201633	0.0	13.998206	
129	8.570276	0.66393316	4.7201633	0.0	14.472128	
130	8.570276	0.66393316	4.7201633	0.0	14.949009	
131	8.537902	0.68819094	4.77504	0.0	15.42682	
132	8.537902	0.68819094	4.77504	0.0	16.077793	
133	8.537902	0.68819094	4.77504	0.0	16.85664	
134	8.537902	0.68819094	4.77504	0.0	17.975824	
135	8.537902	0.68819094	4.77504	0.0	19.055391	
136	8.537902	0.68819094	4.77504	0.0	20.240618	
137	8.493249	0.7134338	4.8503723	0.0	21.568321	
138	8.493249	0.7134338	4.8503723	0.0	22.751743	
139	8.493249	0.7134338	4.8503723	0.0	23.949501	
140	8.493249	0.7134338	4.8503723	0.0	25.1321	
141	8.493249	0.7134338	4.8503723	0.0	26.7501	
142	8.493249	0.7134338	4.8503723	0.0	28.28935	
143	8.493249	0.7134338	4.8503723	0.0	30.109406	
144	8.493249	0.7134338	4.8503723	0.0	31.757677	
145	8.493249	0.7134338	4.8503723	0.0	33.28988	
146	8.493249	0.7134338	4.8503723	0.0	34.726845	
147	8.493249	0.7134338	4.8503723	0.0	36.15693	
148	8.493249	0.7134338	4.8503723	0.0	37.821377	
149	8.448619	0.73227865	4.924935	0.0	39.46852	
150	8.448619	0.73227865	4.924935	0.0	41.17253	
151	8.448619	0.73227865	4.924935	0.0	42.82547	
152	8.448619	0.73227865	4.924935	0.0	44.389153	
153	8.448619	0.73227865	4.924935	0.0	45.60459	
154	8.448619	0.73227865	4.924935	0.0	46.907097	
155	8.448619	0.73227865	4.924935	0.0	48.32154	
156	8.448619	0.73227865	4.924935	0.0	49.850723	
157	8.448619	0.73227865	4.924935	0.0	51.515797	
158	8.448619	0.73227865	4.924935	0.0	52.97496	
159	8.448619	0.73227865	4.924935	0.0	54.52354	
160	8.448619	0.73227865	4.924935	0.0	55.839188	
161	8.403479	0.7409883	5.000288	0.0	57.150074	
162	8.403479	0.7409883	5.000288	0.0	58.653862	
163	8.403479	0.7409883	5.000288	0.0	60.516716	
164	8.403479	0.7409883	5.000288	0.0	62.63587	
165	8.403479	0.7409883	5.000288	0.0	64.633995	
166	8.403479	0.7409883	5.000288	0.0	66.424736	
167	8.347412	0.7395276	5.093545	0.0	68.151184	
168	8.347412	0.7395276	5.093545	0.0	70.28978	
169	8.347412	0.7395276	5.093545	0.0	72.49976	
170	8.347412	0.7395276	5.093545	0.0	74.77415	
171	8.347412	0.7395276	5.093545	0.0	76.90958	
172	8.347412	0.7395276	5.093545	0.0	78.79204	
173	8.347412	0.7395276	5.093545	0.0	80.88641	
174	8.347412	0.7395276	5.093545	0.0	82.85147	
175	8.347412	0.7395276	5.093545	0.0	85.03438	
176	8.347412	0.7395276	5.093545	0.0	87.03607	
177	8.347412	0.7395276	5.093545	0.0	88.535286	
178	8.347412	0.7395276	5.093545	0.0	90.501	
179	8.347412	0.7395276	5.093545	0.0	92.64681	
180	8.295577	0.73917544	5.1775875	0.0	94.7701	
181	8.295577	0.73917544	5.1775875	0.0	96.81871	
182	8.295577	0.73917544	5.1775875	0.0	98.306076	
183	8.295577	0.73917544	5.1775875	0.0	99.876205	
184	8.295577	0.73917544	5.1775875	0.0	101.9317	
185	8.295577	0.73917544	5.1775875	0.0	103.82713	
186	8.255505	0.7452648	5.2403836	0.0	105.73743	
187	8.255505	0.7452648	5.2403836	0.0	107.768486	
188	8.255505	0.7452648	5.2403836	0.0	109.315926	
189	8.255505	0.7452648	5.2403836	0.0	111.468346	
190	8.255505	0.7452648	5.2403836	0.0	113.6051	
191	8.255505	0.7452648	5.2403836	0.0	115.86821	
192	8.255505	0.7452648	5.2403836	0.0	117.915596	
193	8.255505	0.7452648	5.2403836	0.0	119.69766	
194	8.255505	0.7452648	5.2403836	0.0	121.393524	
195	8.255505	0.7452648	5.2403836	0.0	123.35067	
196	8.255505	0.7452648	5.2403836	0.0	125.50603	
197	8.255505	0.7452648	5.2403836	0.0	127.31573	
198	8.205724	0.75910485	5.316037	0.0	128.82568	
199	8.205724	0.75910485	5.316037	0.0	130.24759	
200	8.205724	0.75910485	5.316037	0.0	131.76456	
201	8.205724	0.75910485	5.316037	0.0	133.59422	
202	8.205724	0.75910485	5.316037	0.0	135.62204	
203	8.205724	0.75910485	5.316037	0.0	137.31396	
204	8.205724	0.75910485	5.316037	0.0	138.99854	
205	8.205724	0.75910485	5.316037	0.0	140.53981	
206	8.205724	0.75910485	5.316037	0.0	142.21306	
207	8.205724	0.75910485	5.316037	0.0	144.30287	
208	8.205724	0.75910485	5.316037	0.0	146.3193	
209	8.205724	0.75910485	5.316037	0.0	148.29929	
210	8.150767	0.74952424	5.4012585	0.0	150.04411	
211	8.150767	0.74952424	5.4012585	0.0	151.42906	
212	8.150767	0.74952424	5.4012585	0.0	153.14212	
213	8.150767	0.74952424	5.4012585	0.0	154.97353	
214	8.150767	0.74952424	5.4012585	0.0	156.88152	
215	8.150767	0.74952424	5.4012585	0.0	158.63223	
216	8.092379	0.7587932	5.487079	0.0	160.42053	
217	8.092379	0.7587932	5.487079	0.0	161.81671	
218	8.092379	0.7587932	5.487079	0.0	163.51575	
219	8.092379	0.7587932	5.487079	0.0	165.43875	
220	8.092379	0.7587932	5.487079	0.0	167.31606	
221	8.092379	0.7587932	5.487079	0.0	169.22853	
222	8.092379	0.7587932	5.487079	0.0	170.90837	
223	8.092379	0.7587932	5.487079	0.0	172.45197	
224	8.092379	0.7587932	5.487079	0.0	174.38753	
225	8.092379	0.7587932	5.487079	0.0	176.64706	
226	8.092379	0.7587932	5.487079	0.0	179.03789	
227	8.092379	0.7587932	5.487079	0.0	181.18472	
228	8.037712	0.7738732	5.5647726	0.0	183.33324	
229	8.037712	0.7738732	5.5647726	0.0	185.70297	
230	8.037712	0.7738732	5.5647726	0.0	188.08922	
231	8.037712	0.7738732	5.5647726	0.0	190.48177	
232	8.037712	0.7738732	5.5647726	0.0	192.43318	
233	8.037712	0.7738732	5.5647726	0.0	194.20561	
234	8.037712	0.7738732	5.5647726	0.0	196.31903	
235	8.037712	0.7738732	5.5647726	0.0	198.47188	
236	8.037712	0.7738732	5.5647726	0.0	200.32414	
237	8.037712	0.7738732	5.5647726	0.0	201.92409	
238	8.037712	0.7738732	5.5647726	0.0	203.19992	
239	8.037712	0.7738732	5.5647726	0.0	204.15154	
240	8.015924	0.78144705	5.59506	0.0	204.8439	
241	8.015924	0.78144705	5.59506	0.0	205.2528	
242	8.015924	0.78144705	5.59506	0.0	205.4898	
243	8.015924	0.78144705	5.59506	0.0	205.7288	
244	8.015924	0.78144705	5.59506	0.0	205.7886	
245	8.015924	0.78144705	5.59506	0.0	205.50311	
246	7.979482	0.7846841	5.6464615	0.0	204.44348	
247	7.979482	0.7846841	5.6464615	0.0	201.75336	
248	7.979482	0.7846841	5.6464615	0.0	198.0789	
249	7.979482	0.7846841	5.6464615	0.0	194.88943	
250	7.979482	0.7846841	5.6464615	0.0	190.70311	
251	7.979482	0.7846841	5.6464615	0.0	186.88412	
252	7.979482	0.7846841	5.6464615	0.0	183.86282	
253	7.979482	0.7846841	5.6464615	0.0	180.74681	
254	7.979482	0.7846841	5.6464615	0.0	177.70486	
255	7.979482	0.7846841	5.6464615	0.0	175.82748	
256	7.979482	0.7846841	5.6464615	0.0	174.5528	
257	7.979482	0.7846841	5.6464615	0.0	173.73929	
258	7.979482	0.7846841	5.6464615	0.0	173.26854	
259	7.9551716	0.7519298	5.685088	0.0	173.03354	
260	7.9551716	0.7519298	5.685088	0.0	173.03354	
261	7.9551716	0.7519298	5.685088	0.0	173.03354	
262	7.9551716	0.7519298	5.685088	0.0	173.03354	
263	7.9551716	0.7519298	5.685088	0.0	173.38943	
264	7.9551716	0.7519298	5.685088	0.0	173.96056	
265	8.0224085	0.7355049	5.591994	0.0	175.45111	
266	8.0224085	0.7355049	5.591994	0.0	177.75969	
267	8.0224085	0.7355049	5.591994	0.0	180.39294	
268	8.0224085	0.7355049	5.591994	0.0	182.87712	
269	8.0224085	0.7355049	5.591994	0.0	185.37743	
270	8.0224085	0.7355049	5.591994	0.0	187.71503	
271	8.0224085	0.7355049	5.591994	0.0	189.48723	
272	8.0224085	0.7355049	5.591994	0.0	190.64201	
273	8.0224085	0.7355049	5.591994	0.0	191.32135	
274	8.0224085	0.7355049	5.591994	0.0	191.72174	
275	8.0224085	0.7355049	5.591994	0.0	191.96053	
276	8.0224085	0.7355049	5.591994	0.0	192.1322	
277	8.156111	0.6614428	5.4046965	0.0	192.0683	
278	8.156111	0.6614428	5.4046965	0.0	191.34712	
279	8.156111	0.6614428	5.4046965	0.0	189.86456	
280	8.156111	0.6614428	5.4046965	0.0	187.96225	
281	8.156111	0.6614428	5.4046965	0.0	186.3339	
282	8.156111	0.6614428	5.4046965	0.0	184.4959	
283	8.156111	0.6614428	5.4046965	0.0	182.42072	
284	8.156111	0.6614428	5.4046965	0.0	179.97205	
285	8.156111	0.6614428	5.4046965	0.0	177.78818	
286	8.156111	0.6614428	5.4046965	0.0	175.90205	
287	8.156111	0.6614428	5.4046965	0.0	174.07812	
288	8.156111	0.6614428	5.4046965	0.0	171.63739	
289	8.156111	0.6614428	5.4046965	0.0	168.7538	
290	8.274377	0.54924804	5.234826	0.0	166.44228	
291	8.274377	0.54924804	5.234826	0.0	164.43358	
292	8.274377	0.54924804	5.234826	0.0	161.77719	
293	8.274377	0.54924804	5.234826	0.0	158.6264	
294	8.274377	0.54924804	5.234826	0.0	156.02266	
295	8.274377	0.54924804	5.234826	0.0	153.8851	
296	8.34718	0.50146043	5.122842	0.0	151.26299	
297	8.34718	0.50146043	5.122842	0.0	148.40536	
298	8.34718	0.50146043	5.122842	0.0	145.99875	
299	8.34718	0.50146043	5.122842	0.0	144.08636	
300	8.34718	0.50146043	5.122842	0.0	142.17764	
301	8.34718	0.50146043	5.122842	0.0	139.71977	
302	8.34718	0.50146043	5.122842	0.0	137.09956	
303	8.34718	0.50146043	5.122842	0.0	134.78223	
304	8.34718	0.50146043	5.122842	0.0	130.98746	
305	8.34718	0.50146043	5.122842	0.0	130.98746	
306	8.34718	0.50146043	5.122842	0.0	128.27037	
307	8.34718	0.50146043	5.122842	0.0	125.83331	
308	8.386733	0.5038823	5.0575886	0.0	123.67884	
309	8.386733	0.5038823	5.0575886	0.0	121.688545	
310	8.386733	0.5038823	5.0575886	0.0	119.04961	
311	8.386733	0.5038823	5.0575886	0.0	116.27045	
312	8.386733	0.5038823	5.0575886	0.0	114.041504	
313	8.386733	0.5038823	5.0575886	0.0	112.13813	
314	8.436068	0.50167996	4.9750853	0.0	109.98658	
315	8.436068	0.50167996	4.9750853	0.0	107.35393	
316	8.436068	0.50167996	4.9750853	0.0	103.16718	
317	8.436068	0.50167996	4.9750853	0.0	103.16718	
318	8.436068	0.50167996	4.9750853	0.0	101.33943	
319	8.436068	0.50167996	4.9750853	0.0	99.25486	
320	8.436068	0.50167996	4.9750853	0.0	96.76034	
321	8.436068	0.50167996	4.9750853	0.0	94.71514	
322	8.436068	0.50167996	4.9750853	0.0	91.33251	
323	8.436068	0.50167996	4.9750853	0.0	91.33251	
324	8.436068	0.50167996	4.9750853	0.0	89.3801	
325	8.436068	0.50167996	4.9750853	0.0	87.19591	
326	8.436068	0.50167996	4.9750853	0.0	84.94287	
327	8.473872	0.49960795	4.910629	0.0	82.95804	
328	8.473872	0.49960795	4.910629	0.0	81.31756	
329	8.473872	0.49960795	4.910629	0.0	79.63011	
330	8.473872	0.49960795	4.910629	0.0	77.71065	
331	8.473872	0.49960795	4.910629	0.0	75.550285	
332	8.473872	0.49960795	4.910629	0.0	73.5318	
333	8.473872	0.49960795	4.910629	0.0	71.75611	
334	8.473872	0.49960795	4.910629	0.0	70.44228	
335	8.473872	0.49960795	4.910629	0.0	69.13469	
336	8.473872	0.49960795	4.910629	0.0	67.70249	
337	8.473872	0.49960795	4.910629	0.0	66.39012	
338	8.473872	0.49960795	4.910629	0.0	64.961075	
339	8.499332	0.525721	4.8636775	0.0	63.642826	
340	8.499332	0.525721	4.8636775	0.0	62.44313	
341	8.499332	0.525721	4.8636775	0.0	61.347744	
342	8.499332	0.525721	4.8636775	0.0	60.400444	
343	8.499332	0.525721	4.8636775	0.0	59.56017	
344	8.499332	0.525721	4.8636775	0.0	58.606827	
345	8.519243	0.54243326	4.826867	0.0	57.651615	
346	8.519243	0.54243326	4.826867	0.0	56.497856	
347	8.519243	0.54243326	4.826867	0.0	55.30677	
348	8.519243	0.54243326	4.826867	0.0	54.11362	
349	8.519243	0.54243326	4.826867	0.0	52.928947	
350	8.519243	0.54243326	4.826867	0.0	51.728413	
351	8.519243	0.54243326	4.826867	0.0	50.719173	
352	8.519243	0.54243326	4.826867	0.0	49.822952	
353	8.519243	0.54243326	4.826867	0.0	49.114437	
354	8.519243	0.54243326	4.826867	0.0	48.226826	
355	8.519243	0.54243326	4.826867	0.0	47.386345	
356	8.519243	0.54243326	4.826867	0.0	46.442005	
357	8.537532	0.54833007	4.793775	0.0	45.372265	
358	8.537532	0.54833007	4.793775	0.0	44.23195	
359	8.537532	0.54833007	4.793775	0.0	43.060356	
360	8.537532	0.54833007	4.793775	0.0	41.981476	
361	8.537532	0.54833007	4.793775	0.0	40.910435	
362	8.537532	0.54833007	4.793775	0.0	39.989033	
363	8.551829	0.5536422	4.7676086	0.0	39.302383	
364	8.551829	0.5536422	4.7676086	0.0	38.461727	
365	8.551829	0.5536422	4.7676086	0.0	37.754486	
366	8.551829	0.5536422	4.7676086	0.0	36.91978	
367	8.551829	0.5536422	4.7676086	0.0	35.938797	
368	8.551829	0.5536422	4.7676086	0.0	34.992443	
369	8.551829	0.5536422	4.7676086	0.0	33.914684	
370	8.551829	0.5536422	4.7676086	0.0	32.718185	
371	8.551829	0.5536422	4.7676086	0.0	31.642551	
372	8.551829	0.5536422	4.7676086	0.0	30.570301	
373	8.551829	0.5536422	4.7676086	0.0	28.896364	
374	8.551829	0.5536422	4.7676086	0.0	28.896364	
375	8.566411	0.55520153	4.741175	0.0	28.178034	
376	8.566411	0.55520153	4.741175	0.0	27.464033	
377	8.566411	0.55520153	4.741175	0.0	26.874998	
378	8.566411	0.55520153	4.741175	0.0	25.222466	
379	8.566411	0.55520153	4.741175	0.0	25.222466	
380	8.566411	0.55520153	4.741175	0.0	22.99214	
381	8.566411	0.55520153	4.741175	0.0	22.99214	
382	8.566411	0.55520153	4.741175	0.0	20.812191	
383	8.566411	0.55520153	4.741175	0.0	20.812191	
384	8.566411	0.55520153	4.741175	0.0	19.931108	
385	8.566411	0.55520153	4.741175	0.0	19.2157	
386	8.566411	0.55520153	4.741175	0.0	18.50069	
387	8.566411	0.55520153	4.741175	0.0	17.971045	
388	8.575246	0.5622176	4.724346	0.0	17.017296	
389	8.575246	0.5622176	4.724346	0.0	17.017296	
390	8.575246	0.5622176	4.724346	0.0	16.541344	
391	8.575246	0.5622176	4.724346	0.0	16.2385	
392	8.575246	0.5622176	4.724346	0.0	16.000013	
393	8.575246	0.5720388	4.7115383	0.0	15.761209	
394	8.581641	0.5720388	4.7115383	0.0	15.761209	
395	8.581641	0.5720388	4.7115383	0.0	15.761209	
396	8.581641	0.5720388	4.7115383	0.0	15.807587	
397	8.581641	0.5720388	4.7115383	0.0	15.807587	
398	8.581641	0.5720388	4.7115383	0.0	15.807587	
399	8.581641	0.5720388	4.7115383	0.0	16.313425	
400	8.581641	0.5720388	4.7115383	0.0	16.313425	
401	8.581641	0.5720388	4.7115383	0.0	16.551088	
402	8.581641	0.5720388	4.7115383	0.0	16.932613	
403	8.581641	0.5720388	4.7115383	0.0	17.545082	
404	8.581641	0.5720388	4.7115383	0.0	18.76167	
405	8.581641	0.5720388	4.7115383	0.0	20.314081	
406	8.585905	0.5755558	4.703335	0.0	21.992956	
407	8.585905	0.5755558	4.703335	0.0	23.533749	
408	8.585905	0.5755558	4.703335	0.0	24.969706	
409	8.585905	0.5755558	4.703335	0.0	26.408752	
410	8.585905	0.5755558	4.703335	0.0	28.048382	
411	8.585905	0.5755558	4.703335	0.0	31.649216	
412	8.585905	0.5755558	4.703335	0.0	31.649216	
413	8.585905	0.5755558	4.703335	0.0	33.091995	
414	8.585905	0.5755558	4.703335	0.0	34.428715	
415	8.585905	0.5755558	4.703335	0.0	36.478947	
416	8.585905	0.5755558	4.703335	0.0	36.478947	
417	8.585905	0.5755558	4.703335	0.0	37.43231	
418	8.56473	0.6055638	4.7380466	0.0	38.58801	
419	8.56473	0.6055638	4.7380466	0.0	39.98133	
420	8.56473	0.6055638	4.7380466	0.0	41.415154	
421	8.56473	0.6055638	4.7380466	0.0	42.759323	
422	8.56473	0.6055638	4.7380466	0.0	43.961803	
423	8.56473	0.6055638	4.7380466	0.0	44.962646	
424	8.5191555	0.63157475	4.8161697	0.0	45.914482	
425	8.5191555	0.63157475	4.8161697	0.0	47.701668	
426	8.5191555	0.63157475	4.8161697	0.0	47.701668	
427	8.5191555	0.63157475	4.8161697	0.0	49.964905	
428	8.5191555	0.63157475	4.8161697	0.0	49.964905	
429	8.5191555	0.63157475	4.8161697	0.0	51.2242	
430	8.5191555	0.63157475	4.8161697	0.0	52.40371	
431	8.5191555	0.63157475	4.8161697	0.0	53.482864	
432	8.5191555	0.63157475	4.8161697	0.0	54.67562	
433	8.5191555	0.63157475	4.8161697	0.0	56.545967	
434	8.5191555	0.63157475	4.8161697	0.0	56.545967	
435	8.5191555	0.63157475	4.8161697	0.0	57.373455	
436	8.460447	0.65391445	4.915651	0.0	58.055984	
437	8.460447	0.65391445	4.915651	0.0	58.91244	
438	8.460447	0.65391445	4.915651	0.0	59.870605	
439	8.460447	0.65391445	4.915651	0.0	60.959187	
440	8.460447	0.65391445	4.915651	0.0	62.028584	
441	8.460447	0.65391445	4.915651	0.0	63.095787	
442	8.374519	0.6697436	5.0585823	0.0	64.28707	
443	8.374519	0.6697436	5.0585823	0.0	65.242645	
444	8.374519	0.6697436	5.0585823	0.0	66.20429	
445	8.374519	0.6697436	5.0585823	0.0	67.15753	
446	8.374519	0.6697436	5.0585823	0.0	68.11056	
447	8.374519	0.6697436	5.0585823	0.0	69.070946	
448	8.374519	0.6697436	5.0585823	0.0	70.24995	
449	8.374519	0.6697436	5.0585823	0.0	71.6622	
450	8.374519	0.6697436	5.0585823	0.0	73.08842	
451	8.374519	0.6697436	5.0585823	0.0	74.52288	
452	8.374519	0.6697436	5.0585823	0.0	75.95153	
453	8.374519	0.6697436	5.0585823	0.0	77.17224	
454	8.294783	0.6840974	5.186422	0.0	78.27282	
455	8.294783	0.6840974	5.186422	0.0	79.51084	
456	8.294783	0.6840974	5.186422	0.0	80.93994	
457	8.294783	0.6840974	5.186422	0.0	82.65072	
458	8.294783	0.6840974	5.186422	0.0	84.35933	
459	8.294783	0.6840974	5.186422	0.0	85.960144	
460	8.294783	0.6840974	5.186422	0.0	87.39021	
461	8.294783	0.6840974	5.186422	0.0	88.64165	
462	8.294783	0.6840974	5.186422	0.0	90.01729	
463	8.294783	0.6840974	5.186422	0.0	91.67842	
464	8.294783	0.6840974	5.186422	0.0	93.69874	
465	8.294783	0.6840974	5.186422	0.0	95.72915	
466	8.24262	0.6897972	5.268186	0.0	97.44806	
467	8.24262	0.6897972	5.268186	0.0	98.85549	
468	8.24262	0.6897972	5.268186	0.0	100.45578	
469	8.24262	0.6897972	5.268186	0.0	102.56909	
470	8.24262	0.6897972	5.268186	0.0	104.88171	
471	8.24262	0.6897972	5.268186	0.0	106.64578	
472	8.24262	0.6897972	5.268186	0.0	108.18064	
473	8.186581	0.71467125	5.3515916	0.0	109.46388	
474	8.186581	0.71467125	5.3515916	0.0	110.50955	
475	8.186581	0.71467125	5.3515916	0.0	111.730965	
476	8.186581	0.71467125	5.3515916	0.0	112.92403	
477	8.186581	0.71467125	5.3515916	0.0	113.98942	
478	8.186581	0.71467125	5.3515916	0.0	114.80762	
479	8.186581	0.71467125	5.3515916	0.0	115.39999	
480	8.186581	0.71467125	5.3515916	0.0	115.63369	
481	8.186581	0.71467125	5.3515916	0.0	115.872406	
482	8.186581	0.71467125	5.3515916	0.0	115.87392	
483	8.186581	0.71467125	5.3515916	0.0	115.648415	
484	8.135668	0.72869045	5.4268146	0.0	114.71522	
485	8.135668	0.72869045	5.4268146	0.0	113.106186	
486	8.135668	0.72869045	5.4268146	0.0	111.07147	
487	8.135668	0.72869045	5.4268146	0.0	108.52306	
488	8.135668	0.72869045	5.4268146	0.0	105.64576	
489	8.135668	0.72869045	5.4268146	0.0	103.21052	
