frame	1/gravity/z	1/gravity/y	1/gravity/x	/actuator/heatintensity	/actuator/inflate	
104	5.3085647	1.1023781	8.171555	0.0	92.43612	
105	5.3085647	1.1023781	8.171555	0.0	96.10358	
106	5.3085647	1.1023781	8.171555	0.0	99.58461	
107	5.3085647	1.1023781	8.171555	0.0	103.748566	
108	5.3085647	1.1023781	8.171555	0.0	107.40902	
109	5.3085647	1.1023781	8.171555	0.0	111.90072	
110	5.312017	1.0876402	8.171286	0.0	116.51328	
111	5.312017	1.0876402	8.171286	0.0	121.384125	
112	5.312017	1.0876402	8.171286	0.0	126.7787	
113	5.312017	1.0876402	8.171286	0.0	132.37883	
114	5.312017	1.0876402	8.171286	0.0	138.0443	
115	5.312017	1.0876402	8.171286	0.0	144.40054	
116	5.312017	1.0876402	8.171286	0.0	150.12546	
117	5.312017	1.0876402	8.171286	0.0	156.10284	
118	5.312017	1.0876402	8.171286	0.0	161.88799	
119	5.312017	1.0876402	8.171286	0.0	167.64906	
120	5.312017	1.0876402	8.171286	0.0	172.82477	
121	5.312017	1.0876402	8.171286	0.0	177.9487	
122	5.3406377	1.0545974	8.156949	0.0	182.57108	
123	5.3406377	1.0545974	8.156949	0.0	187.0956	
124	5.3406377	1.0545974	8.156949	0.0	191.007	
125	5.3406377	1.0545974	8.156949	0.0	194.07787	
126	5.3406377	1.0545974	8.156949	0.0	196.49525	
127	5.3406377	1.0545974	8.156949	0.0	198.19441	
128	5.3406377	1.0545974	8.156949	0.0	199.20308	
129	5.3406377	1.0545974	8.156949	0.0	199.73909	
130	5.3406377	1.0545974	8.156949	0.0	199.98764	
131	5.3406377	1.0545974	8.156949	0.0	199.98764	
132	5.3406377	1.0545974	8.156949	0.0	198.9195	
133	5.3406377	1.0545974	8.156949	0.0	195.00946	
134	5.3661966	1.0366931	8.142457	0.0	189.69902	
135	5.3661966	1.0366931	8.142457	0.0	183.2022	
136	5.3661966	1.0366931	8.142457	0.0	178.02954	
137	5.3661966	1.0366931	8.142457	0.0	171.5226	
138	5.3661966	1.0366931	8.142457	0.0	165.34126	
139	5.3661966	1.0366931	8.142457	0.0	160.57037	
140	5.3519807	1.0243291	8.15337	0.0	157.45107	
141	5.3519807	1.0243291	8.15337	0.0	155.14467	
142	5.3519807	1.0243291	8.15337	0.0	153.75899	
143	5.3519807	1.0243291	8.15337	0.0	153.19771	
144	5.3519807	1.0243291	8.15337	0.0	153.09666	
145	5.3519807	1.0243291	8.15337	0.0	153.21906	
146	5.3519807	1.0243291	8.15337	0.0	153.9275	
147	5.3519807	1.0243291	8.15337	0.0	157.10771	
148	5.3519807	1.0243291	8.15337	0.0	162.12146	
149	5.3519807	1.0243291	8.15337	0.0	167.54337	
150	5.3519807	1.0243291	8.15337	0.0	173.19023	
151	5.3519807	1.0243291	8.15337	0.0	178.81618	
152	5.3519807	1.0243291	8.15337	0.0	183.88297	
153	5.334163	1.0111103	8.166686	0.0	189.02602	
154	5.334163	1.0111103	8.166686	0.0	193.57347	
155	5.334163	1.0111103	8.166686	0.0	196.96542	
156	5.334163	1.0111103	8.166686	0.0	199.86977	
157	5.334163	1.0111103	8.166686	0.0	201.87769	
158	5.334163	1.0111103	8.166686	0.0	202.99785	
159	5.334163	1.0111103	8.166686	0.0	203.6398	
160	5.334163	1.0111103	8.166686	0.0	203.92635	
161	5.334163	1.0111103	8.166686	0.0	203.90773	
162	5.334163	1.0111103	8.166686	0.0	202.6124	
163	5.334163	1.0111103	8.166686	0.0	199.68729	
164	5.334163	1.0111103	8.166686	0.0	195.65398	
165	5.331244	1.0277512	8.166515	0.0	190.77362	
166	5.331244	1.0277512	8.166515	0.0	186.71411	
167	5.331244	1.0277512	8.166515	0.0	181.39093	
168	5.331244	1.0277512	8.166515	0.0	177.31131	
169	5.331244	1.0277512	8.166515	0.0	167.83765	
170	5.331244	1.0277512	8.166515	0.0	167.83765	
171	5.3474565	1.0204381	8.156826	0.0	163.64282	
172	5.3474565	1.0204381	8.156826	0.0	159.55566	
173	5.3474565	1.0204381	8.156826	0.0	156.84505	
174	5.3474565	1.0204381	8.156826	0.0	154.85403	
175	5.3474565	1.0204381	8.156826	0.0	153.48193	
176	5.3474565	1.0204381	8.156826	0.0	152.30458	
177	5.3474565	1.0204381	8.156826	0.0	151.61458	
178	5.3474565	1.0204381	8.156826	0.0	150.9033	
179	5.3474565	1.0204381	8.156826	0.0	150.30917	
180	5.3474565	1.0204381	8.156826	0.0	149.95482	
181	5.3474565	1.0204381	8.156826	0.0	149.77321	
182	5.3474565	1.0204381	8.156826	0.0	149.77321	
183	5.3244367	0.99140996	8.175443	0.0	149.77321	
184	5.3244367	0.99140996	8.175443	0.0	150.27458	
185	5.3244367	0.99140996	8.175443	0.0	151.65283	
186	5.3244367	0.99140996	8.175443	0.0	153.84492	
187	5.3244367	0.99140996	8.175443	0.0	156.87775	
188	5.3244367	0.99140996	8.175443	0.0	160.54218	
189	5.3195133	1.0077287	8.176652	0.0	163.91063	
190	5.3195133	1.0077287	8.176652	0.0	167.90695	
191	5.3195133	1.0077287	8.176652	0.0	167.90695	
192	5.3195133	1.0077287	8.176652	0.0	176.47723	
193	5.3195133	1.0077287	8.176652	0.0	181.11566	
194	5.3195133	1.0077287	8.176652	0.0	184.61244	
195	5.3195133	1.0077287	8.176652	0.0	191.59451	
196	5.3195133	1.0077287	8.176652	0.0	191.59451	
197	5.3195133	1.0077287	8.176652	0.0	193.95152	
198	5.3195133	1.0077287	8.176652	0.0	195.6198	
199	5.3195133	1.0077287	8.176652	0.0	196.651	
200	5.3195133	1.0077287	8.176652	0.0	197.14032	
201	5.3247585	1.0213112	8.171552	0.0	197.37825	
202	5.3247585	1.0213112	8.171552	0.0	197.61377	
203	5.3247585	1.0213112	8.171552	0.0	197.75186	
204	5.3247585	1.0213112	8.171552	0.0	197.44974	
205	5.3247585	1.0213112	8.171552	0.0	194.54132	
206	5.3247585	1.0213112	8.171552	0.0	189.45242	
207	5.3247585	1.0213112	8.171552	0.0	183.43292	
208	5.3247585	1.0213112	8.171552	0.0	177.84842	
209	5.3247585	1.0213112	8.171552	0.0	169.93834	
210	5.3247585	1.0213112	8.171552	0.0	163.02373	
211	5.3247585	1.0213112	8.171552	0.0	157.41913	
212	5.3247585	1.0213112	8.171552	0.0	149.1888	
213	5.3455296	1.0036645	8.16017	0.0	144.20679	
214	5.3455296	1.0036645	8.16017	0.0	138.28221	
215	5.3455296	1.0036645	8.16017	0.0	133.64778	
216	5.3455296	1.0036645	8.16017	0.0	128.29579	
217	5.3455296	1.0036645	8.16017	0.0	124.21476	
218	5.3455296	1.0036645	8.16017	0.0	119.339775	
219	5.328168	1.0060836	8.171219	0.0	115.81673	
220	5.328168	1.0060836	8.171219	0.0	112.044876	
221	5.328168	1.0060836	8.171219	0.0	105.05759	
222	5.328168	1.0060836	8.171219	0.0	105.05759	
223	5.328168	1.0060836	8.171219	0.0	102.12271	
224	5.328168	1.0060836	8.171219	0.0	98.656494	
225	5.328168	1.0060836	8.171219	0.0	95.717285	
226	5.328168	1.0060836	8.171219	0.0	93.419174	
227	5.328168	1.0060836	8.171219	0.0	90.68509	
228	5.328168	1.0060836	8.171219	0.0	87.725845	
229	5.328168	1.0060836	8.171219	0.0	83.2936	
230	5.328168	1.0060836	8.171219	0.0	83.2936	
231	5.3223186	1.0178384	8.173574	0.0	81.20625	
232	5.3223186	1.0178384	8.173574	0.0	78.74897	
233	5.3223186	1.0178384	8.173574	0.0	76.5472	
234	5.3223186	1.0178384	8.173574	0.0	74.64385	
235	5.3223186	1.0178384	8.173574	0.0	71.54128	
236	5.3223186	1.0178384	8.173574	0.0	71.54128	
237	5.298565	1.0399737	8.186211	0.0	69.605515	
238	5.298565	1.0399737	8.186211	0.0	67.078926	
239	5.298565	1.0399737	8.186211	0.0	65.01891	
240	5.298565	1.0399737	8.186211	0.0	63.147057	
241	5.298565	1.0399737	8.186211	0.0	61.7887	
242	5.298565	1.0399737	8.186211	0.0	59.93206	
243	5.298565	1.0399737	8.186211	0.0	57.784855	
244	5.298565	1.0399737	8.186211	0.0	55.506718	
245	5.298565	1.0399737	8.186211	0.0	53.635075	
246	5.298565	1.0399737	8.186211	0.0	52.35459	
247	5.298565	1.0399737	8.186211	0.0	51.171024	
248	5.298565	1.0399737	8.186211	0.0	49.854	
249	5.298565	1.0399737	8.186211	0.0	48.43239	
250	5.271755	1.0573196	8.201284	0.0	46.86236	
251	5.271755	1.0573196	8.201284	0.0	45.080276	
252	5.271755	1.0573196	8.201284	0.0	43.640278	
253	5.271755	1.0573196	8.201284	0.0	42.213203	
254	5.271755	1.0573196	8.201284	0.0	40.78799	
255	5.271755	1.0573196	8.201284	0.0	37.135456	
256	5.271755	1.0573196	8.201284	0.0	37.135456	
257	5.271755	1.0573196	8.201284	0.0	35.011856	
258	5.271755	1.0573196	8.201284	0.0	33.090652	
259	5.271755	1.0573196	8.201284	0.0	31.462444	
260	5.271755	1.0573196	8.201284	0.0	30.153034	
261	5.271755	1.0758988	8.212589	0.0	27.027554	
262	5.2503533	1.0758988	8.212589	0.0	27.027554	
263	5.2503533	1.0758988	8.212589	0.0	25.120401	
264	5.2503533	1.0758988	8.212589	0.0	23.2861	
265	5.2503533	1.0758988	8.212589	0.0	21.801405	
266	5.2503533	1.0758988	8.212589	0.0	20.560293	
267	5.2503533	1.0758988	8.212589	0.0	19.179108	
268	5.2503533	1.0758988	8.212589	0.0	17.392035	
269	5.2503533	1.0758988	8.212589	0.0	15.371135	
270	5.2503533	1.0758988	8.212589	0.0	13.3370495	
271	5.2503533	1.0758988	8.212589	0.0	11.418186	
272	5.2503533	1.0758988	8.212589	0.0	10.274425	
273	5.2503533	1.0758988	8.212589	0.0	9.068433	
274	5.2503533	1.0758988	8.212589	0.0	6.8068013	
275	5.2503533	1.0758988	8.212589	0.0	6.8068013	
276	5.2503533	1.0758988	8.212589	0.0	5.89931	
277	5.2503533	1.0758988	8.212589	0.0	4.8301544	
278	5.2503533	1.0758988	8.212589	0.0	3.8671374	
279	5.2503533	1.0758988	8.212589	0.0	3.0397882	
280	5.2503533	1.0758988	8.212589	0.0	2.3435788	
281	5.2503533	1.0758988	8.212589	0.0	1.6283432	
282	5.2503533	1.0758988	8.212589	0.0	0.91314733	
283	5.2503533	1.0758988	8.212589	0.0	0.0	
284	5.2503533	1.0758988	8.212589	0.0	0.0	
285	5.2503533	1.0758988	8.212589	0.0	0.0	
286	5.2503533	1.0758988	8.212589	0.0	0.0	
287	5.2503533	1.0758988	8.212589	0.0	0.0	
288	5.2503533	1.0758988	8.212589	0.0	0.0	
289	5.2503533	1.0758988	8.212589	0.0	0.0	
290	5.2503533	1.0758988	8.212589	0.0	0.0	
291	5.2503533	1.0758988	8.212589	0.0	0.0	
292	5.2503533	1.0758988	8.212589	0.0	0.0	
293	5.2503533	1.0758988	8.212589	0.0	0.0	
294	5.2503533	1.0758988	8.212589	0.0	0.0	
295	5.2503533	1.0758988	8.212589	0.0	0.0	
296	5.2503533	1.0758988	8.212589	0.0	0.0	
297	5.2503533	1.0758988	8.212589	0.0	0.0	
298	5.2503533	1.0758988	8.212589	0.0	0.0	
299	5.2503533	1.0758988	8.212589	0.0	0.0	
300	5.2503533	1.0758988	8.212589	0.0	0.0	
301	5.2503533	1.0758988	8.212589	0.0	0.0	
302	5.2503533	1.0758988	8.212589	0.0	0.0	
303	5.2503533	1.0758988	8.212589	0.0	0.0	
304	5.2503533	1.0758988	8.212589	0.0	0.0	
305	5.2503533	1.0758988	8.212589	0.0	0.0	
306	5.2503533	1.0758988	8.212589	0.0	0.0	
307	5.2503533	1.0758988	8.212589	0.0	0.0	
308	5.2503533	1.0758988	8.212589	0.0	0.0	
309	5.2503533	1.0758988	8.212589	0.0	0.0	
310	5.2503533	1.0758988	8.212589	0.0	0.0	
311	5.2503533	1.0758988	8.212589	0.0	0.0	
312	5.2503533	1.0758988	8.212589	0.0	0.0	
313	5.2503533	1.0758988	8.212589	0.0	0.0	
314	5.2503533	1.0758988	8.212589	0.0	0.0	
315	5.2503533	1.0758988	8.212589	0.0	0.0	
316	5.2503533	1.0758988	8.212589	0.0	0.0	
317	5.2503533	1.0758988	8.212589	0.0	0.0	
318	5.2503533	1.0758988	8.212589	0.0	0.0	
319	5.2503533	1.0758988	8.212589	0.0	0.0	
320	5.2503533	1.0758988	8.212589	0.0	0.0	
321	5.2503533	1.0758988	8.212589	0.0	0.0	
322	5.2503533	1.0758988	8.212589	0.0	0.0	
323	5.2503533	1.0758988	8.212589	0.0	3.4085655	
324	5.2503533	1.0758988	8.212589	0.0	7.366241	
325	5.2503533	1.0758988	8.212589	0.0	12.846201	
326	5.2503533	1.0758988	8.212589	0.0	17.471115	
327	5.2503533	1.0758988	8.212589	0.0	23.271523	
328	5.2503533	1.0758988	8.212589	0.0	28.170826	
329	5.2503533	1.0758988	8.212589	0.0	34.43125	
330	5.2503533	1.0758988	8.212589	0.0	39.72598	
331	5.2503533	1.0758988	8.212589	0.0	45.764793	
332	5.2503533	1.0758988	8.212589	0.0	51.23319	
333	5.2503533	1.0758988	8.212589	0.0	56.746536	
334	5.2503533	1.0758988	8.212589	0.0	62.11748	
335	5.2503533	1.0758988	8.212589	0.0	67.45168	
336	5.2503533	1.0758988	8.212589	0.0	72.65286	
337	5.2503533	1.0758988	8.212589	0.0	77.92951	
338	5.2503533	1.0758988	8.212589	0.0	82.513405	
339	5.2503533	1.0758988	8.212589	0.0	87.07478	
340	5.2503533	1.0758988	8.212589	0.0	90.55793	
341	5.2503533	1.0758988	8.212589	0.0	93.6539	
342	5.2503533	1.0758988	8.212589	0.0	96.00556	
343	5.2503533	1.0758988	8.212589	0.0	97.515594	
344	5.2503533	1.0758988	8.212589	0.0	98.61696	
345	5.2503533	1.0758988	8.212589	0.0	99.14211	
346	5.2503533	1.0758988	8.212589	0.0	99.46831	
347	5.2503533	1.0758988	8.212589	0.0	99.70551	
348	5.2503533	1.0758988	8.212589	0.0	99.6796	
349	5.2503533	1.0758988	8.212589	0.0	98.86316	
350	5.2503533	1.0758988	8.212589	0.0	96.49255	
351	5.2503533	1.0758988	8.212589	0.0	93.86881	
352	5.2503533	1.0758988	8.212589	0.0	90.219635	
353	5.2503533	1.0758988	8.212589	0.0	85.96915	
354	5.2503533	1.0758988	8.212589	0.0	82.22891	
355	5.2503533	1.0758988	8.212589	0.0	82.22891	
356	5.2503533	1.0758988	8.212589	0.0	74.60348	
357	5.2503533	1.0758988	8.212589	0.0	72.55093	
358	5.2503533	1.0758988	8.212589	0.0	71.208244	
359	5.2503533	1.0758988	8.212589	0.0	70.23861	
360	5.2503533	1.0758988	8.212589	0.0	69.8475	
361	5.2503533	1.0758988	8.212589	0.0	69.76847	
362	5.2503533	1.0758988	8.212589	0.0	69.76847	
363	5.2503533	1.0758988	8.212589	0.0	69.76847	
364	5.2503533	1.0758988	8.212589	0.0	70.33411	
365	5.2503533	1.0758988	8.212589	0.0	72.380295	
366	5.2503533	1.0758988	8.212589	0.0	76.4978	
367	5.2503533	1.0758988	8.212589	0.0	81.206314	
368	5.2503533	1.0758988	8.212589	0.0	86.80505	
369	5.2503533	1.0758988	8.212589	0.0	91.91068	
370	5.2503533	1.0758988	8.212589	0.0	97.15229	
371	5.2503533	1.0758988	8.212589	0.0	101.3577	
372	5.2503533	1.0758988	8.212589	0.0	104.86981	
373	5.2503533	1.0758988	8.212589	0.0	107.082664	
374	5.2503533	1.0758988	8.212589	0.0	108.29062	
375	5.2503533	1.0758988	8.212589	0.0	108.83761	
376	5.2503533	1.0758988	8.212589	0.0	109.15248	
377	5.2503533	1.0758988	8.212589	0.0	109.227	
378	5.2503533	1.0758988	8.212589	0.0	107.89742	
379	5.2503533	1.0758988	8.212589	0.0	104.752914	
380	5.2503533	1.0758988	8.212589	0.0	104.752914	
381	5.2503533	1.0758988	8.212589	0.0	95.621124	
382	5.2503533	1.0758988	8.212589	0.0	91.09872	
383	5.2503533	1.0758988	8.212589	0.0	86.01037	
384	5.2503533	1.0758988	8.212589	0.0	82.10818	
385	5.2503533	1.0758988	8.212589	0.0	78.292984	
386	5.2503533	1.0758988	8.212589	0.0	75.635956	
387	5.2503533	1.0758988	8.212589	0.0	74.38681	
388	5.2503533	1.0758988	8.212589	0.0	73.808304	
389	5.2503533	1.0758988	8.212589	0.0	73.57422	
390	5.2503533	1.0758988	8.212589	0.0	73.57422	
391	5.2503533	1.0758988	8.212589	0.0	73.57422	
392	5.2503533	1.0758988	8.212589	0.0	73.92163	
393	5.2503533	1.0758988	8.212589	0.0	75.75104	
394	5.2503533	1.0758988	8.212589	0.0	78.9202	
395	5.2503533	1.0758988	8.212589	0.0	83.028725	
396	5.2503533	1.0758988	8.212589	0.0	88.40576	
397	5.2503533	1.0758988	8.212589	0.0	93.79943	
398	5.2503533	1.0758988	8.212589	0.0	99.52871	
399	5.2503533	1.0758988	8.212589	0.0	104.607796	
400	5.2503533	1.0758988	8.212589	0.0	109.302315	
401	5.2503533	1.0758988	8.212589	0.0	113.28775	
402	5.2503533	1.0758988	8.212589	0.0	116.743515	
403	5.2503533	1.0758988	8.212589	0.0	119.17849	
404	5.2503533	1.0758988	8.212589	0.0	120.80457	
405	5.2503533	1.0758988	8.212589	0.0	121.74863	
406	5.2503533	1.0758988	8.212589	0.0	122.221306	
407	5.2503533	1.0758988	8.212589	0.0	122.458305	
408	5.2503533	1.0758988	8.212589	0.0	122.641685	
409	5.2503533	1.0758988	8.212589	0.0	122.641685	
410	5.2503533	1.0758988	8.212589	0.0	120.920616	
411	5.2503533	1.0758988	8.212589	0.0	117.2031	
412	5.2503533	1.0758988	8.212589	0.0	112.91887	
413	5.2503533	1.0758988	8.212589	0.0	107.19426	
414	5.2503533	1.0758988	8.212589	0.0	100.9813	
415	5.2503533	1.0758988	8.212589	0.0	93.99844	
416	5.2503533	1.0758988	8.212589	0.0	88.261	
417	5.2503533	1.0758988	8.212589	0.0	82.70712	
418	5.2503533	1.0758988	8.212589	0.0	75.54791	
419	5.2503533	1.0758988	8.212589	0.0	72.050606	
420	5.2503533	1.0758988	8.212589	0.0	67.01641	
421	5.2503533	1.0758988	8.212589	0.0	62.636734	
422	5.2503533	1.0758988	8.212589	0.0	58.44919	
423	5.2503533	1.0758988	8.212589	0.0	54.5239	
424	5.2503533	1.0758988	8.212589	0.0	51.690758	
425	5.2503533	1.0758988	8.212589	0.0	48.86231	
426	5.2503533	1.0758988	8.212589	0.0	45.988537	
427	5.2503533	1.0758988	8.212589	0.0	43.446312	
428	5.2503533	1.0758988	8.212589	0.0	41.182034	
429	5.2503533	1.0758988	8.212589	0.0	38.93468	
430	5.2503533	1.0758988	8.212589	0.0	36.331142	
431	5.2503533	1.0758988	8.212589	0.0	33.92374	
432	5.2503533	1.0758988	8.212589	0.0	31.741718	
433	5.2503533	1.0758988	8.212589	0.0	29.823997	
434	5.2503533	1.0758988	8.212589	0.0	27.842995	
435	5.2503533	1.0758988	8.212589	0.0	25.697142	
436	5.2503533	1.0758988	8.212589	0.0	23.55575	
437	5.2503533	1.0758988	8.212589	0.0	21.491592	
438	5.2503533	1.0758988	8.212589	0.0	19.705832	
439	5.2503533	1.0758988	8.212589	0.0	17.793182	
440	5.2503533	1.0758988	8.212589	0.0	15.569949	
441	5.2503533	1.0758988	8.212589	0.0	13.236236	
442	5.2503533	1.0758988	8.212589	0.0	11.224603	
443	5.2503533	1.0758988	8.212589	0.0	9.680066	
444	5.2503533	1.0758988	8.212589	0.0	8.239888	
445	5.2503533	1.0758988	8.212589	0.0	6.9334407	
446	5.2503533	1.0758988	8.212589	0.0	5.5084796	
447	5.2503533	1.0758988	8.212589	0.0	4.235596	
448	5.2503533	1.0758988	8.212589	0.0	3.046958	
449	5.2503533	1.0758988	8.212589	0.0	2.1722484	
450	5.2503533	1.0758988	8.212589	0.0	1.3325247	
451	5.2503533	1.0758988	8.212589	0.0	0.61738193	
452	5.2503533	1.0758988	8.212589	0.0	0.04613867	
453	5.2503533	1.0758988	8.212589	0.0	0.0	
454	5.2503533	1.0758988	8.212589	0.0	0.0	
455	5.2503533	1.0758988	8.212589	0.0	0.0	
456	5.2503533	1.0758988	8.212589	0.0	0.0	
457	5.2503533	1.0758988	8.212589	0.0	0.0	
458	5.2503533	1.0758988	8.212589	0.0	0.0	
459	5.2503533	1.0758988	8.212589	0.0	0.0	
460	5.2503533	1.0758988	8.212589	0.0	0.0	
461	5.2503533	1.0758988	8.212589	0.0	0.0	
462	5.2503533	1.0758988	8.212589	0.0	0.0	
463	5.2503533	1.0758988	8.212589	0.0	0.0	
464	5.2503533	1.0758988	8.212589	0.0	0.0	
465	5.2503533	1.0758988	8.212589	0.0	0.0	
466	5.2503533	1.0758988	8.212589	0.0	0.0	
467	5.2503533	1.0758988	8.212589	0.0	0.0	
468	5.2503533	1.0758988	8.212589	0.0	0.0	
469	5.2503533	1.0758988	8.212589	0.0	0.0	
470	5.2503533	1.0758988	8.212589	0.0	0.0	
471	5.2503533	1.0758988	8.212589	0.0	0.0	
472	5.2503533	1.0758988	8.212589	0.0	0.0	
473	5.2503533	1.0758988	8.212589	0.0	0.0	
474	5.2503533	1.0758988	8.212589	0.0	0.0	
475	5.2503533	1.0758988	8.212589	0.0	0.0	
476	5.2503533	1.0758988	8.212589	0.0	0.0	
477	5.2503533	1.0758988	8.212589	0.0	0.0	
478	5.2503533	1.0758988	8.212589	0.0	0.0	
479	5.2503533	1.0758988	8.212589	0.0	0.0	
480	5.2503533	1.0758988	8.212589	0.0	0.0	
481	5.2503533	1.0758988	8.212589	0.0	0.0	
482	5.2503533	1.0758988	8.212589	0.0	0.0	
483	5.2503533	1.0758988	8.212589	0.0	0.0	
484	5.2503533	1.0758988	8.212589	0.0	0.0	
485	5.2503533	1.0758988	8.212589	0.0	0.0	
486	5.2503533	1.0758988	8.212589	0.0	0.0	
487	5.2503533	1.0758988	8.212589	0.0	0.0	
488	5.2503533	1.0758988	8.212589	0.0	0.0	
