frame	1/gravity/z	1/gravity/y	1/gravity/x	/actuator/inflate	
161	9.3861	0.2537073	-2.8296907	0.0	
162	9.3861	0.2537073	-2.8296907	0.0	
163	9.3861	0.2537073	-2.8296907	0.0	
164	9.397359	0.23873821	-2.7933936	0.0	
165	9.397359	0.23873821	-2.7933936	0.0	
166	9.397359	0.23873821	-2.7933936	0.0	
167	9.397359	0.23873821	-2.7933936	0.0	
168	9.397359	0.23873821	-2.7933936	0.0	
169	9.397359	0.23873821	-2.7933936	0.0	
170	9.442374	0.17577125	-2.6421726	0.0	
171	9.442374	0.17577125	-2.6421726	0.0	
172	9.442374	0.17577125	-2.6421726	0.0	
173	9.442374	0.17577125	-2.6421726	0.0	
174	9.442374	0.17577125	-2.6421726	0.0	
175	9.442374	0.17577125	-2.6421726	0.0	
176	9.442374	0.17577125	-2.6421726	0.0	
177	9.442374	0.17577125	-2.6421726	0.0	
178	9.442374	0.17577125	-2.6421726	0.0	
179	9.442374	0.17577125	-2.6421726	0.0	
180	9.442374	0.17577125	-2.6421726	0.0	
181	9.442374	0.17577125	-2.6421726	0.0	
182	9.408398	0.10486787	-2.7643166	0.0	
183	9.408398	0.10486787	-2.7643166	0.0	
184	9.408398	0.10486787	-2.7643166	0.0	
185	9.408398	0.10486787	-2.7643166	0.0	
186	9.408398	0.10486787	-2.7643166	0.0	
187	9.408398	0.10486787	-2.7643166	0.0	
188	9.408398	0.10486787	-2.7643166	0.0	
189	9.408398	0.10486787	-2.7643166	0.0	
190	9.408398	0.10486787	-2.7643166	0.0	
191	9.408398	0.10486787	-2.7643166	0.0	
192	9.408398	0.10486787	-2.7643166	0.0	
193	9.408398	0.10486787	-2.7643166	0.0	
194	9.408398	0.10486787	-2.7643166	0.0	
195	9.408398	0.10486787	-2.7643166	0.0	
196	9.408398	0.10486787	-2.7643166	0.0	
197	9.408398	0.10486787	-2.7643166	0.0	
198	9.408398	0.10486787	-2.7643166	0.0	
199	9.408398	0.10486787	-2.7643166	0.0	
200	9.408398	0.10486787	-2.7643166	0.0	
201	9.408398	0.10486787	-2.7643166	0.0	
202	9.408398	0.10486787	-2.7643166	0.0	
203	9.408398	0.10486787	-2.7643166	0.0	
204	9.408398	0.10486787	-2.7643166	0.0	
205	9.408398	0.10486787	-2.7643166	0.0	
206	9.403906	0.11755532	-2.7790504	0.0	
207	9.403906	0.11755532	-2.7790504	0.0	
208	9.403906	0.11755532	-2.7790504	0.0	
209	9.403906	0.11755532	-2.7790504	0.0	
210	9.403906	0.11755532	-2.7790504	0.0	
211	9.403906	0.11755532	-2.7790504	0.0	
212	9.403906	0.11755532	-2.7790504	0.0	
213	9.414792	0.119834825	-2.7418435	0.0	
214	9.414792	0.119834825	-2.7418435	0.0	
215	9.414792	0.119834825	-2.7418435	0.0	
216	9.414792	0.119834825	-2.7418435	0.0	
217	9.414792	0.119834825	-2.7418435	0.0	
218	9.414792	0.119834825	-2.7418435	0.0	
219	9.414052	0.09851037	-2.7452338	0.0	
220	9.414052	0.09851037	-2.7452338	0.0	
221	9.414052	0.09851037	-2.7452338	0.0	
222	9.414052	0.09851037	-2.7452338	0.0	
223	9.414052	0.09851037	-2.7452338	0.0	
224	9.414052	0.09851037	-2.7452338	0.0	
225	9.414052	0.09851037	-2.7452338	0.0	
226	9.414052	0.09851037	-2.7452338	0.0	
227	9.414052	0.09851037	-2.7452338	0.0	
228	9.414052	0.09851037	-2.7452338	0.0	
229	9.414052	0.09851037	-2.7452338	0.0	
230	9.414052	0.09851037	-2.7452338	0.0	
231	9.414052	0.09851037	-2.7452338	0.0	
232	9.414052	0.09851037	-2.7452338	0.0	
233	9.414052	0.09851037	-2.7452338	0.0	
234	9.414052	0.09851037	-2.7452338	0.0	
235	9.414052	0.09851037	-2.7452338	0.0	
236	9.414052	0.09851037	-2.7452338	0.0	
237	9.406869	0.061743595	-2.7708108	0.0	
238	9.406869	0.061743595	-2.7708108	0.0	
239	9.406869	0.061743595	-2.7708108	0.0	
240	9.406869	0.061743595	-2.7708108	0.0	
241	9.406869	0.061743595	-2.7708108	0.0	
242	9.406869	0.061743595	-2.7708108	0.0	
243	9.392242	-9.20348E-4	-2.8206677	0.0	
244	9.392242	-9.20348E-4	-2.8206677	0.0	
245	9.392242	-9.20348E-4	-2.8206677	0.0	
246	9.392242	-9.20348E-4	-2.8206677	0.0	
247	9.392242	-9.20348E-4	-2.8206677	0.0	
248	9.392242	-9.20348E-4	-2.8206677	0.0	
249	9.392242	-9.20348E-4	-2.8206677	0.0	
250	9.392242	-9.20348E-4	-2.8206677	0.0	
251	9.392242	-9.20348E-4	-2.8206677	0.0	
252	9.392242	-9.20348E-4	-2.8206677	0.0	
253	9.392242	-9.20348E-4	-2.8206677	0.0	
254	9.392242	-9.20348E-4	-2.8206677	0.0	
255	9.392242	-9.20348E-4	-2.8206677	0.0	
256	9.392242	-9.20348E-4	-2.8206677	0.0	
257	9.392242	-9.20348E-4	-2.8206677	0.0	
258	9.392242	-9.20348E-4	-2.8206677	0.0	
259	9.392242	-9.20348E-4	-2.8206677	0.0	
260	9.392242	-9.20348E-4	-2.8206677	0.0	
261	9.392242	-9.20348E-4	-2.8206677	0.0	
262	9.340132	-0.090638906	-2.9873245	0.0	
263	9.340132	-0.090638906	-2.9873245	0.0	
264	9.340132	-0.090638906	-2.9873245	0.0	
265	9.340132	-0.090638906	-2.9873245	0.0	
266	9.340132	-0.090638906	-2.9873245	0.0	
267	9.340132	-0.090638906	-2.9873245	0.0	
268	9.336396	-0.101075664	-2.998647	0.0	
269	9.336396	-0.101075664	-2.998647	0.0	
270	9.336396	-0.101075664	-2.998647	0.0	
271	9.336396	-0.101075664	-2.998647	0.0	
272	9.336396	-0.101075664	-2.998647	0.0	
273	9.336396	-0.101075664	-2.998647	0.0	
274	9.336396	-0.101075664	-2.998647	0.0	
275	9.333506	-0.095949434	-3.0077977	0.0	
276	9.333506	-0.095949434	-3.0077977	0.0	
277	9.333506	-0.095949434	-3.0077977	0.0	
278	9.333506	-0.095949434	-3.0077977	0.0	
279	9.333506	-0.095949434	-3.0077977	0.0	
280	9.333506	-0.095949434	-3.0077977	0.0	
281	9.333506	-0.095949434	-3.0077977	0.0	
282	9.333506	-0.095949434	-3.0077977	0.0	
283	9.333506	-0.095949434	-3.0077977	0.0	
284	9.333506	-0.095949434	-3.0077977	0.0	
285	9.333506	-0.095949434	-3.0077977	0.0	
286	9.345875	-0.04271688	-2.9703867	0.0	
287	9.345875	-0.04271688	-2.9703867	0.0	
288	9.345875	-0.04271688	-2.9703867	0.0	
289	9.345875	-0.04271688	-2.9703867	0.0	
290	9.345875	-0.04271688	-2.9703867	0.0	
291	9.345875	-0.04271688	-2.9703867	0.0	
292	9.36911	0.012830128	-2.8965511	0.0	
293	9.36911	0.012830128	-2.8965511	0.0	
294	9.36911	0.012830128	-2.8965511	0.0	
295	9.36911	0.012830128	-2.8965511	0.0	
296	9.36911	0.012830128	-2.8965511	0.0	
297	9.36911	0.012830128	-2.8965511	0.0	
298	9.36911	0.012830128	-2.8965511	0.0	
299	9.36911	0.012830128	-2.8965511	0.0	
300	9.36911	0.012830128	-2.8965511	0.0	
301	9.36911	0.012830128	-2.8965511	0.0	
302	9.36911	0.012830128	-2.8965511	0.0	
303	9.36911	0.012830128	-2.8965511	0.0	
304	9.36911	0.012830128	-2.8965511	0.0	
305	9.385087	0.061642017	-2.8437178	0.0	
306	9.385087	0.061642017	-2.8437178	0.0	
307	9.385087	0.061642017	-2.8437178	0.0	
308	9.385087	0.061642017	-2.8437178	0.0	
309	9.385087	0.061642017	-2.8437178	0.0	
310	9.385087	0.061642017	-2.8437178	0.0	
311	9.385087	0.061642017	-2.8437178	0.0	
312	9.385087	0.061642017	-2.8437178	0.0	
313	9.385087	0.061642017	-2.8437178	0.0	
314	9.385087	0.061642017	-2.8437178	0.0	
315	9.385087	0.061642017	-2.8437178	0.0	
316	9.385087	0.061642017	-2.8437178	0.0	
317	9.385087	0.061642017	-2.804842	0.0	
318	9.396386	0.10574819	-2.804842	0.0	
319	9.396386	0.10574819	-2.804842	0.0	
320	9.396386	0.10574819	-2.804842	0.0	
321	9.396386	0.10574819	-2.804842	0.0	
322	9.396386	0.10574819	-2.804842	0.0	
323	9.396386	0.10574819	-2.804842	0.0	
324	9.396329	0.15245384	-2.8028822	0.0	
325	9.396329	0.15245384	-2.8028822	0.0	
326	9.396329	0.15245384	-2.8028822	0.0	
327	9.396329	0.15245384	-2.8028822	0.0	
328	9.396329	0.15245384	-2.8028822	0.0	
329	9.396329	0.15245384	-2.8028822	0.0	
330	9.396329	0.15245384	-2.8028822	0.0	
331	9.396329	0.15245384	-2.8028822	0.0	
332	9.396329	0.15245384	-2.8028822	0.0	
333	9.396329	0.15245384	-2.8028822	0.0	
334	9.396329	0.15245384	-2.8028822	0.0	
335	9.396329	0.15245384	-2.8028822	0.0	
336	9.39735	0.17278053	-2.7982743	0.0	
337	9.39735	0.17278053	-2.7982743	0.0	
338	9.39735	0.17278053	-2.7982743	0.0	
339	9.39735	0.17278053	-2.7982743	0.0	
340	9.39735	0.17278053	-2.7982743	0.0	
341	9.39735	0.17278053	-2.7982743	0.0	
342	9.400229	0.17494038	-2.7884545	0.0	
343	9.400229	0.17494038	-2.7884545	0.0	
344	9.400229	0.17494038	-2.7884545	0.0	
345	9.400229	0.17494038	-2.7884545	8.392113	
346	9.400229	0.17494038	-2.7884545	8.628595	
347	9.400229	0.17494038	-2.7884545	8.628595	
348	9.400229	0.17494038	-2.7884545	9.41347	
349	9.400229	0.17494038	-2.7884545	9.889967	
350	9.400229	0.17494038	-2.7884545	10.364591	
351	9.400229	0.17494038	-2.7884545	10.8962145	
352	9.400229	0.17494038	-2.7884545	11.610481	
353	9.400229	0.17494038	-2.7884545	12.3745775	
354	9.403439	0.20263737	-2.7757282	13.324609	
355	9.403439	0.20263737	-2.7757282	14.55766	
356	9.403439	0.20263737	-2.7757282	14.55766	
357	9.403439	0.20263737	-2.7757282	16.935387	
358	9.403439	0.20263737	-2.7757282	17.98152	
359	9.403439	0.20263737	-2.7757282	17.98152	
360	9.403439	0.20263737	-2.7757282	20.144993	
361	9.403439	0.20263737	-2.7757282	21.32625	
362	9.403439	0.20263737	-2.7757282	22.7538	
363	9.403439	0.20263737	-2.7757282	24.191853	
364	9.403439	0.20263737	-2.7757282	25.749813	
365	9.403439	0.20263737	-2.7757282	27.176235	
366	9.409701	0.23211332	-2.7520967	28.595434	
367	9.409701	0.23211332	-2.7520967	30.244835	
368	9.409701	0.23211332	-2.7520967	32.0258	
369	9.409701	0.23211332	-2.7520967	33.91114	
370	9.409701	0.23211332	-2.7520967	35.83258	
371	9.409701	0.23211332	-2.7520967	37.636223	
372	9.407296	0.2007172	-2.762767	39.423855	
373	9.407296	0.2007172	-2.762767	41.284443	
374	9.407296	0.2007172	-2.762767	43.081158	
375	9.407296	0.2007172	-2.762767	44.970146	
376	9.407296	0.2007172	-2.762767	46.87136	
377	9.407296	0.2007172	-2.762767	48.781166	
378	9.407296	0.2007172	-2.762767	50.613	
379	9.407296	0.2007172	-2.762767	52.413403	
380	9.407296	0.2007172	-2.762767	54.077873	
381	9.407296	0.2007172	-2.762767	55.92254	
382	9.407296	0.2007172	-2.762767	57.819866	
383	9.407296	0.2007172	-2.762767	59.723495	
384	9.403715	0.16609524	-2.7772188	61.61206	
385	9.403715	0.16609524	-2.7772188	63.51004	
386	9.403715	0.16609524	-2.7772188	65.70803	
387	9.403715	0.16609524	-2.7772188	67.96366	
388	9.403715	0.16609524	-2.7772188	70.12052	
389	9.403715	0.16609524	-2.7772188	71.98231	
390	9.403715	0.16609524	-2.8108578	74.02151	
391	9.394322	0.12715255	-2.8108578	75.89718	
392	9.394322	0.12715255	-2.8108578	77.79094	
393	9.394322	0.12715255	-2.8108578	79.67641	
394	9.394322	0.12715255	-2.8108578	81.492424	
395	9.394322	0.12715255	-2.8108578	83.13872	
396	9.394322	0.12715255	-2.8108578	84.91692	
397	9.394322	0.12715255	-2.8108578	86.71298	
398	9.394322	0.12715255	-2.8108578	86.71298	
399	9.394322	0.12715255	-2.8108578	90.515366	
400	9.394322	0.12715255	-2.8108578	92.41649	
401	9.394322	0.12715255	-2.8108578	94.201195	
402	9.394322	0.12715255	-2.8108578	96.09164	
403	9.392925	0.0855688	-2.8170934	97.992386	
404	9.392925	0.0855688	-2.8170934	99.99493	
405	9.392925	0.0855688	-2.8170934	99.99493	
406	9.392925	0.0855688	-2.8170934	103.81234	
407	9.392925	0.0855688	-2.8170934	105.71556	
408	9.392925	0.0855688	-2.8170934	105.71556	
409	9.392925	0.0855688	-2.8170934	109.51588	
410	9.392925	0.0855688	-2.8170934	109.51588	
411	9.392925	0.0855688	-2.8170934	113.14587	
412	9.392925	0.0855688	-2.8170934	114.81488	
413	9.392925	0.0855688	-2.8170934	114.81488	
414	9.392925	0.0855688	-2.8170934	118.1445	
415	9.381023	0.028144803	-2.8576229	119.9371	
416	9.381023	0.028144803	-2.8576229	119.9371	
417	9.381023	0.028144803	-2.8576229	122.98346	
418	9.381023	0.028144803	-2.8576229	124.533066	
419	9.381023	0.028144803	-2.8576229	125.96011	
420	9.381023	0.028144803	-2.8576229	125.96011	
421	9.365726	-0.014543325	-2.9074647	128.81393	
422	9.365726	-0.014543325	-2.9074647	130.23828	
423	9.365726	-0.014543325	-2.9074647	131.78413	
424	9.365726	-0.014543325	-2.9074647	133.18735	
425	9.365726	-0.014543325	-2.9074647	134.63747	
426	9.365726	-0.014543325	-2.9074647	136.07051	
427	9.365726	-0.014543325	-2.9074647	137.48659	
428	9.365726	-0.014543325	-2.9074647	139.02196	
429	9.365726	-0.014543325	-2.9074647	140.67892	
430	9.365726	-0.014543325	-2.9074647	142.24976	
431	9.365726	-0.014543325	-2.9074647	143.761	
432	9.365726	-0.014543325	-2.9074647	145.21452	
433	9.355102	-0.06128546	-2.94087	146.75056	
434	9.355102	-0.06128546	-2.94087	148.40826	
435	9.355102	-0.06128546	-2.94087	150.06908	
436	9.355102	-0.06128546	-2.94087	151.8431	
437	9.355102	-0.06128546	-2.94087	153.51407	
438	9.355102	-0.06128546	-2.94087	153.51407	
439	9.333727	-0.124831475	-3.0060508	156.97333	
440	9.333727	-0.124831475	-3.0060508	158.63654	
441	9.333727	-0.124831475	-3.0060508	160.30267	
442	9.333727	-0.124831475	-3.0060508	162.09293	
443	9.333727	-0.124831475	-3.0060508	163.87048	
444	9.333727	-0.124831475	-3.0060508	165.5621	
445	9.333727	-0.124831475	-3.0060508	167.14742	
446	9.333727	-0.124831475	-3.0060508	168.86913	
447	9.333727	-0.124831475	-3.0060508	170.26039	
448	9.333727	-0.124831475	-3.0060508	171.79517	
449	9.333727	-0.124831475	-3.0060508	173.22855	
450	9.333727	-0.124831475	-3.0060508	174.49652	
451	9.3257885	-0.1665168	-3.0285845	175.41344	
452	9.3257885	-0.1665168	-3.0285845	176.37914	
453	9.3257885	-0.1665168	-3.0285845	177.06339	
454	9.3257885	-0.1665168	-3.0285845	177.5304	
455	9.3257885	-0.1665168	-3.0285845	177.87613	
456	9.3257885	-0.1665168	-3.0285845	178.11407	
457	9.3257885	-0.1665168	-3.0285845	178.35248	
458	9.3257885	-0.1665168	-3.0285845	178.4758	
459	9.3257885	-0.1665168	-3.0285845	178.4758	
460	9.3257885	-0.1665168	-3.0285845	178.4758	
461	9.3257885	-0.1665168	-3.0285845	178.4758	
462	9.3257885	-0.1665168	-3.0285845	178.4758	
463	9.318227	-0.22588573	-3.047953	178.4758	
464	9.318227	-0.22588573	-3.047953	178.02145	
465	9.318227	-0.22588573	-3.047953	177.57803	
466	9.318227	-0.22588573	-3.047953	176.89345	
467	9.318227	-0.22588573	-3.047953	175.90964	
468	9.318227	-0.22588573	-3.047953	174.5192	
469	9.318656	-0.17618223	-3.0499196	172.83827	
470	9.318656	-0.17618223	-3.0499196	170.85406	
471	9.318656	-0.17618223	-3.0499196	168.15161	
472	9.318656	-0.17618223	-3.0499196	165.00023	
473	9.318656	-0.17618223	-3.0499196	161.58559	
474	9.318656	-0.17618223	-3.0499196	158.19159	
475	9.318656	-0.17618223	-3.0499196	154.39682	
476	9.318656	-0.17618223	-3.0499196	154.39682	
477	9.318656	-0.17618223	-3.0499196	147.82713	
478	9.318656	-0.17618223	-3.0499196	144.17894	
479	9.318656	-0.17618223	-3.0499196	141.2068	
480	9.318656	-0.17618223	-3.0499196	138.23917	
481	9.318656	-0.17618223	-3.0499196	134.92322	
482	9.321187	-0.10209347	-3.045561	131.83055	
483	9.321187	-0.10209347	-3.045561	128.8631	
484	9.321187	-0.10209347	-3.045561	125.86652	
485	9.321187	-0.10209347	-3.045561	122.78975	
486	9.321187	-0.10209347	-3.045561	119.93303	
487	9.321187	-0.10209347	-3.045561	117.20226	
488	9.321187	-0.10209347	-3.045561	114.10999	
489	9.321187	-0.10209347	-3.045561	111.134155	
490	9.321187	-0.10209347	-3.045561	108.400246	
491	9.321187	-0.10209347	-3.045561	105.42954	
492	9.321187	-0.10209347	-3.045561	102.33916	
493	9.321187	-0.10209347	-3.045561	99.39794	
494	9.331692	-0.005368267	-3.0149436	96.334946	
495	9.331692	-0.005368267	-3.0149436	92.80026	
496	9.331692	-0.005368267	-3.0149436	89.49963	
497	9.331692	-0.005368267	-3.0149436	86.15971	
498	9.331692	-0.005368267	-3.0149436	82.36654	
499	9.331692	-0.005368267	-3.0149436	79.04031	
500	9.336798	0.09345568	-2.9976423	75.536545	
501	9.336798	0.09345568	-2.9976423	71.761475	
502	9.336798	0.09345568	-2.9976423	68.364265	
503	9.336798	0.09345568	-2.9976423	65.149635	
504	9.336798	0.09345568	-2.9976423	61.75705	
505	9.336798	0.09345568	-2.9976423	58.780434	
506	9.336798	0.09345568	-2.9976423	55.995224	
507	9.336798	0.09345568	-2.9976423	52.979164	
508	9.336798	0.09345568	-2.9976423	49.725895	
509	9.336798	0.09345568	-2.9976423	46.842834	
510	9.336798	0.09345568	-2.9976423	43.800056	
511	9.336798	0.09345568	-2.9976423	40.57464	
512	9.342128	0.18795565	-2.9765265	37.43202	
513	9.342128	0.18795565	-2.9765265	34.837894	
514	9.342128	0.18795565	-2.9765265	31.83381	
515	9.342128	0.18795565	-2.9765265	28.986464	
516	9.342128	0.18795565	-2.9765265	26.636032	
517	9.342128	0.18795565	-2.9765265	24.516441	
518	9.355444	0.2469342	-2.9300323	22.28875	
519	9.355444	0.2469342	-2.9300323	19.862823	
520	9.355444	0.2469342	-2.9300323	17.699577	
521	9.355444	0.2469342	-2.9300323	15.698832	
522	9.355444	0.2469342	-2.9300323	14.124992	
523	9.355444	0.2469342	-2.9300323	12.3678465	
524	9.355444	0.2469342	-2.9300323	10.449247	
525	9.355444	0.2469342	-2.9300323	8.691383	
526	9.355444	0.2469342	-2.9300323	7.10112	
527	9.355444	0.2469342	-2.9300323	5.7216864	
528	9.355444	0.2469342	-2.9300323	4.6206784	
529	9.355444	0.2469342	-2.9300323	3.7477612	
530	9.373989	0.29918072	-2.8651695	3.0307596	
531	9.373989	0.29918072	-2.8651695	2.3206358	
532	9.373989	0.29918072	-2.8651695	1.7847366	
533	9.373989	0.29918072	-2.8651695	1.1862485	
534	9.373989	0.29918072	-2.8651695	0.5921019	
535	9.373989	0.29918072	-2.8651695	0.0	
536	9.373989	0.29918072	-2.8651695	0.0	
537	9.373989	0.29918072	-2.8651695	0.0	
538	9.373989	0.29918072	-2.8651695	0.0	
539	9.373989	0.29918072	-2.8651695	0.0	
540	9.373989	0.29918072	-2.8651695	0.0	
541	9.373989	0.29918072	-2.8651695	0.0	
542	9.373989	0.29918072	-2.8651695	0.0	
543	9.373989	0.29918072	-2.8651695	0.0	
544	9.387772	0.30613866	-2.8189404	0.0	
545	9.387772	0.30613866	-2.8189404	0.0	
546	9.387772	0.30613866	-2.8189404	0.0	
547	9.387772	0.30613866	-2.8189404	0.0	
